"File","Line","Type","Src","Alt","Title","Caption","Missing"
"C:\Users\san-20250514\aisunzibingfa\content\founders\green-hope-community-ricky-wong-csr-brand-angel\index.md","31","Markdown","https://img.aisunzibingfa.com/founders/green-hope-community-ricky-wong-csr-brand-angel.jpg","CSR天使公益社创办人黄振聪与AI孙子兵法创办人吴雄山探讨雪隆20区绿色希望社区教育公益计划","CSR天使公益社创办人黄振聪与AI孙子兵法创办人吴雄山探讨雪隆20区绿色希望社区教育公益计划","",""
"C:\Users\san-20250514\aisunzibingfa\content\founders\green-hope-community-ricky-wong-csr-brand-angel\index.md","front-matter","Cover","https://img.aisunzibingfa.com/founders/green-hope-community-ricky-wong-csr-brand-angel.jpg","CSR天使公益社创办人黄振聪与AI孙子兵法创办人吴雄山","","黄振聪与吴雄山探讨雪隆20区绿色希望社区教育公益计划",""
"C:\Users\san-20250514\aisunzibingfa\content\founders\human-nature-good-or-evil-philosophy-psychology\index.md","31","Markdown","https://img.aisunzibingfa.com/founders/human-nature-good-or-evil-philosophy-psychology.jpg","关于「人之初性本善还是性本恶」的哲学与心理学维度思考","关于「人之初性本善还是性本恶」的哲学与心理学维度思考","",""
"C:\Users\san-20250514\aisunzibingfa\content\founders\human-nature-good-or-evil-philosophy-psychology\index.md","front-matter","Cover","https://img.aisunzibingfa.com/founders/human-nature-good-or-evil-philosophy-psychology.jpg","人之初性本善还是性本恶哲学思考与心理学分析","","关于「人之初性本善还是性本恶」的哲学与心理学维度思考",""
"C:\Users\san-20250514\aisunzibingfa\content\founders\k-phonics-education-innovation-founder-charmaine-ong\index.md","31","Markdown","https://img.aisunzibingfa.com/founders/k-phonics-education-innovation-founder-charmaine-ong.jpg","封面","封面","",""
"C:\Users\san-20250514\aisunzibingfa\content\founders\k-phonics-education-innovation-founder-charmaine-ong\index.md","front-matter","Cover","https://img.aisunzibingfa.com/founders/k-phonics-education-innovation-founder-charmaine-ong.jpg","AI孙子兵法创办人吴雄山与教育权威翁名颐硕士","","吴雄山与翁名颐老师会面，共探教育创新",""
"C:\Users\san-20250514\aisunzibingfa\content\founders\manja-foods-supply-founder-jac-ho\index.md","31","Markdown","https://img.aisunzibingfa.com/founders/manja-foods-supply-founder-jac-ho.jpg","封面","封面","",""
"C:\Users\san-20250514\aisunzibingfa\content\founders\manja-foods-supply-founder-jac-ho\index.md","81","Markdown","https://www.manjafoods.com/cdn/shop/files/photo6105069173022502940.jpg","Manja Foods Supply Logo","Manja Foods Supply Logo","",""
"C:\Users\san-20250514\aisunzibingfa\content\founders\manja-foods-supply-founder-jac-ho\index.md","front-matter","Cover","https://img.aisunzibingfa.com/founders/manja-foods-supply-founder-jac-ho.jpg","AI孙子兵法网站创办人吴雄山与MANJA FOODS SUPPLY创办人JAC何建杰","","吴雄山拜访 MANJA FOODS SUPPLY 创办人 JAC 何建杰",""
"C:\Users\san-20250514\aisunzibingfa\content\privacy\index.md","front-matter","Cover","https://img.aisunzibingfa.com/pages/privacy.jpg","AI孙子兵法隐私政策","","AI孙子兵法隐私政策",""
"C:\Users\san-20250514\aisunzibingfa\content\quotes\_index.md","front-matter","Cover","placeholder/quotes.jpg","经典语录","","AI孙子兵法·经典语录",""
"C:\Users\san-20250514\aisunzibingfa\content\quotes\chapter-01-shi-ji\_index.md","front-matter","Cover","placeholder/quotes.jpg","始计篇","","始计篇",""
"C:\Users\san-20250514\aisunzibingfa\content\quotes\chapter-01-shi-ji\bing-zhe-gui-dao-ye\index.md","front-matter","Cover","https://pub-f9d6c3356fb44ce0b1e0f09cb4ddf49a.r2.dev/quotes/chapter-01-shi-ji/bing-zhe-gui-dao-ye.jpg","足球运动员罚点球瞬间，守门员扑向错误方向的战术欺骗场景","","罚点球是「诡道」最直观的体现：射手用节奏与方向的假象，让守门员在最后一刻做出错误判断。",""
"C:\Users\san-20250514\aisunzibingfa\content\quotes\chapter-01-shi-ji\bing-zhe-guo-zhi-da-shi-si-sheng-zhi-di\index.md","front-matter","Cover","https://pub-f9d6c3356fb44ce0b1e0f09cb4ddf49a.r2.dev/quotes/chapter-01-shi-ji/bing-zhe-guo-zhi-da-shi-si-sheng-zhi-di.jpg","短道速滑选手在赛前进行战略评估与战术部署","","重大比赛前的战略评估深度，直接决定战术方案的针对性与临场调整空间。",""
"C:\Users\san-20250514\aisunzibingfa\content\quotes\chapter-01-shi-ji\ci-bing-jia-zhi-sheng-bu-ke-xian-chuan-ye\index.md","front-matter","Cover","https://pub-f9d6c3356fb44ce0b1e0f09cb4ddf49a.r2.dev/quotes/chapter-01-shi-ji/ci-bing-jia-zhi-sheng-bu-ke-xian-chuan-ye.jpg","短道速滑选手在弯道处进行战术超越","","短道速滑的胜负常在弯道一瞬的临场判断中决定，而非赛前写定的剧本。",""
"C:\Users\san-20250514\aisunzibingfa\content\quotes\chapter-01-shi-ji\dao-zhe-ling-min-yu-shang-tong-yi-ye\index.md","front-matter","Cover","https://pub-f9d6c3356fb44ce0b1e0f09cb4ddf49a.r2.dev/quotes/chapter-01-shi-ji/dao-zhe-ling-min-yu-shang-tong-yi-ye.jpg","短道速滑运动员在赛道上与教练组目标一致的团队协作场景","","目标一致是战术执行的战略根基，图为短道速滑团队配合瞬间",""
"C:\Users\san-20250514\aisunzibingfa\content\quotes\chapter-01-shi-ji\di-zhe-yuan-jin-xian-yi-guang-xia-si-sheng-ye\index.md","front-matter","Cover","https://pub-f9d6c3356fb44ce0b1e0f09cb4ddf49a.r2.dev/quotes/chapter-01-shi-ji/di-zhe-yuan-jin-xian-yi-guang-xia-si-sheng-ye.jpg","短道速滑选手在弯道处贴冰弧线，展现赛场地形资源约束下的奇正决策","","赛场地形四维：远近定体能分配，险易定技术选择，广狭定空间调度，死生定风险底线。",""
"C:\Users\san-20250514\aisunzibingfa\content\quotes\chapter-01-shi-ji\duo-suan-sheng-shao-suan-bu-sheng\index.md","front-matter","Cover","https://pub-f9d6c3356fb44ce0b1e0f09cb4ddf49a.r2.dev/quotes/chapter-01-shi-ji/duo-suan-sheng-shao-suan-bu-sheng.jpg","短道速滑选手在赛前研究对手录像与赛道数据","","赛前的情报整理与战术推演，是「多算」的核心动作。",""
"C:\Users\san-20250514\aisunzibingfa\content\quotes\chapter-01-shi-ji\fa-zhe-qu-zhi-guan-dao-zhu-yong-ye\index.md","front-matter","Cover","https://pub-f9d6c3356fb44ce0b1e0f09cb4ddf49a.r2.dev/quotes/chapter-01-shi-ji/fa-zhe-qu-zhi-guan-dao-zhu-yong-ye.jpg","短道速滑运动员在弯道处列队滑行，体现团队组织与资源约束","","短道速滑的队形与战术执行依赖严密的组织编制与职责分工",""
"C:\Users\san-20250514\aisunzibingfa\content\quotes\chapter-01-shi-ji\fan-ci-wu-zhe-jiang-mo-bu-wen\index.md","front-matter","Cover","https://pub-f9d6c3356fb44ce0b1e0f09cb4ddf49a.r2.dev/quotes/chapter-01-shi-ji/fan-ci-wu-zhe-jiang-mo-bu-wen.jpg","短道速滑选手在弯道处观察对手位置并调整滑行路线","","战略认知的差距，往往在弯道与最后一圈才显现。",""
"C:\Users\san-20250514\aisunzibingfa\content\quotes\chapter-01-shi-ji\fu-wei-zhan-er-miao-suan-sheng-zhe\index.md","front-matter","Cover","https://pub-f9d6c3356fb44ce0b1e0f09cb4ddf49a.r2.dev/quotes/chapter-01-shi-ji/fu-wei-zhan-er-miao-suan-sheng-zhe.jpg","运动员在赛前研究战术板与对手资料，象征庙算与赛前准备","","赛前的每一次推演，都是把胜负条件提前算清的过程。",""
"C:\Users\san-20250514\aisunzibingfa\content\quotes\chapter-01-shi-ji\gong-qi-wu-bei-chu-qi-bu-yi\index.md","front-matter","Cover","https://pub-f9d6c3356fb44ce0b1e0f09cb4ddf49a.r2.dev/quotes/chapter-01-shi-ji/gong-qi-wu-bei-chu-qi-bu-yi.jpg","足球运动员在定位球瞬间快速开球的战术场景","","在对手防守站位未稳时发动快速攻击，是孙子兵法奇袭思想在体育中的经典体现。",""
"C:\Users\san-20250514\aisunzibingfa\content\quotes\chapter-01-shi-ji\gu-jing-zhi-yi-wu-shi-xiao-zhi-yi-ji\index.md","front-matter","Cover","https://pub-f9d6c3356fb44ce0b1e0f09cb4ddf49a.r2.dev/quotes/chapter-01-shi-ji/gu-jing-zhi-yi-wu-shi-xiao-zhi-yi-ji.jpg","奥运短道速滑选手在赛前进行战术部署与评分分析","","以「道天地将法」五维统摄赛前准备，把直觉判断转化为可比较的评分体系。",""
"C:\Users\san-20250514\aisunzibingfa\content\quotes\chapter-01-shi-ji\gu-neng-er-shi-zhi-bu-neng\index.md","front-matter","Cover","https://pub-f9d6c3356fb44ce0b1e0f09cb4ddf49a.r2.dev/quotes/chapter-01-shi-ji/gu-neng-er-shi-zhi-bu-neng.jpg","足球边锋在边路带球，用身体朝向伪装突破方向","","足球边锋以身体朝向与步频变化隐藏真实突破意图，体现《孙子兵法》「能而示之不能」的战术智慧。",""
"C:\Users\san-20250514\aisunzibingfa\content\quotes\chapter-01-shi-ji\gu-xiao-zhi-yi-ji-er-suo-qi-qing\index.md","front-matter","Cover","https://pub-f9d6c3356fb44ce0b1e0f09cb4ddf49a.r2.dev/quotes/chapter-01-shi-ji/gu-xiao-zhi-yi-ji-er-suo-qi-qing.jpg","短道速滑选手在冰面弯道处并排竞速，体现赛前七计对比的竞技场景","","七计对比法把赛前判断从感觉变成可打分的清单，帮助教练组锁定最弱一环。",""
"C:\Users\san-20250514\aisunzibingfa\content\quotes\chapter-01-shi-ji\ji-li-yi-ting-nai-wei-zhi-shi\index.md","front-matter","Cover","https://pub-f9d6c3356fb44ce0b1e0f09cb4ddf49a.r2.dev/quotes/chapter-01-shi-ji/ji-li-yi-ting-nai-wei-zhi-shi.jpg","短道速滑运动员在模拟对抗训练中执行战术造势","","战术被接受后，模拟对抗是造势的关键环节",""
"C:\Users\san-20250514\aisunzibingfa\content\quotes\chapter-01-shi-ji\jiang-ting-wu-ji-yong-zhi-bi-sheng\index.md","front-matter","Cover","https://pub-f9d6c3356fb44ce0b1e0f09cb4ddf49a.r2.dev/quotes/chapter-01-shi-ji/jiang-ting-wu-ji-yong-zhi-bi-sheng.jpg","短道速滑接力赛中队员交接瞬间的战术配合","","短道速滑接力赛中，每一次交接都依赖队员对战术的绝对执行。",""
"C:\Users\san-20250514\aisunzibingfa\content\quotes\chapter-01-shi-ji\jiang-zhe-zhi-xin-ren-yong-yan-ye\index.md","front-matter","Cover","https://pub-f9d6c3356fb44ce0b1e0f09cb4ddf49a.r2.dev/quotes/chapter-01-shi-ji/jiang-zhe-zhi-xin-ren-yong-yan-ye.jpg","古代兵书与奥运赛场竞技运动员的对照插图","","智、信、仁、勇、严——从兵法到赛场的五项素质映射",""
"C:\Users\san-20250514\aisunzibingfa\content\quotes\chapter-01-shi-ji\li-er-you-zhi-luan-er-qu-zhi\index.md","front-matter","Cover","https://pub-f9d6c3356fb44ce0b1e0f09cb4ddf49a.r2.dev/quotes/chapter-01-shi-ji/li-er-you-zhi-luan-er-qu-zhi.jpg","短道速滑选手在弯道处进行战术卡位与速度博弈","","短道速滑弯道卡位是「利而诱之，乱而取之」的典型战术场景",""
"C:\Users\san-20250514\aisunzibingfa\content\quotes\chapter-01-shi-ji\shi-zhe-yin-li-er-zhi-quan-ye\index.md","front-matter","Cover","https://pub-f9d6c3356fb44ce0b1e0f09cb4ddf49a.r2.dev/quotes/chapter-01-shi-ji/shi-zhe-yin-li-er-zhi-quan-ye.jpg","短道速滑选手在弯道依据有利位置调整滑行路线的临场权变瞬间","","短道速滑弯道中，选手依据对手位置与自身节奏即时选择内道超越或外道蓄力，体现「因利而制权」。",""
"C:\Users\san-20250514\aisunzibingfa\content\quotes\chapter-01-shi-ji\tian-zhe-yin-yang-han-shu-shi-zhi-ye\index.md","front-matter","Cover","https://pub-f9d6c3356fb44ce0b1e0f09cb4ddf49a.r2.dev/quotes/chapter-01-shi-ji/tian-zhe-yin-yang-han-shu-shi-zhi-ye.jpg","运动员在高温高湿环境下进行长距离耐力比赛","","气候条件构成体育竞技中不可谈判的资源约束，配速策略必须随之调整。",""
"C:\Users\san-20250514\aisunzibingfa\content\quotes\chapter-02-zuo-zhan\_index.md","front-matter","Cover","placeholder/quotes.jpg","作战篇","","作战篇",""
"C:\Users\san-20250514\aisunzibingfa\content\quotes\chapter-02-zuo-zhan\fan-yong-bing-zhi-fa-chi-che-qian-si\index.md","front-matter","Cover","https://pub-f9d6c3356fb44ce0b1e0f09cb4ddf49a.r2.dev/quotes/chapter-02-zuo-zhan/fan-yong-bing-zhi-fa-chi-che-qian-si.jpg","短道速滑运动员在冰面训练，场边摆放着备用冰刀与恢复设备","","《孙子兵法·作战篇》以战车、甲士与千里粮道说明：资源盘点先于行动展开。",""
"C:\Users\san-20250514\aisunzibingfa\content\quotes\chapter-02-zuo-zhan\fu-bing-jiu-er-guo-li-zhe-wei-zhi-you-ye\index.md","front-matter","Cover","https://pub-f9d6c3356fb44ce0b1e0f09cb4ddf49a.r2.dev/quotes/chapter-02-zuo-zhan/fu-bing-jiu-er-guo-li-zhe-wei-zhi-you-ye.jpg","短道速滑运动员在连续赛程后于场边进行恢复拉伸的场景","","长期疲劳不会立刻反映在成绩上，却会先侵蚀反应速度与决策质量。",""
"C:\Users\san-20250514\aisunzibingfa\content\quotes\chapter-02-zuo-zhan\fu-dun-bing-cuo-rui-qu-li-dan-huo\index.md","front-matter","Cover","https://pub-f9d6c3356fb44ce0b1e0f09cb4ddf49a.r2.dev/quotes/chapter-02-zuo-zhan/fu-dun-bing-cuo-rui-qu-li-dan-huo.jpg","短道速滑运动员在赛季中段体能透支的竞技场景","","赛季中段过度消耗主力，如同钝兵挫锐，关键比赛将失去竞争力。",""
"C:\Users\san-20250514\aisunzibingfa\content\quotes\chapter-02-zuo-zhan\gu-bing-gui-sheng-bu-gui-jiu\index.md","front-matter","Cover","https://pub-f9d6c3356fb44ce0b1e0f09cb4ddf49a.r2.dev/quotes/chapter-02-zuo-zhan/gu-bing-gui-sheng-bu-gui-jiu.jpg","羽毛球运动员在比赛中快速下压进攻，体现速胜策略","","资源有限时，速胜策略比持久消耗更符合竞技理性。",""
"C:\Users\san-20250514\aisunzibingfa\content\quotes\chapter-02-zuo-zhan\gu-bing-wen-zhuo-su-wei-du-qiao-zhi-jiu\index.md","front-matter","Cover","https://pub-f9d6c3356fb44ce0b1e0f09cb4ddf49a.r2.dev/quotes/chapter-02-zuo-zhan/gu-bing-wen-zhuo-su-wei-du-qiao-zhi-jiu.jpg","业余羽毛球选手在首局快速抢攻，体现资源约束下的速战速决","","资源有限时，首局速胜比拖到第三局更符合「拙速」原则",""
"C:\Users\san-20250514\aisunzibingfa\content\quotes\chapter-02-zuo-zhan\gu-bu-jin-zhi-yong-bing-zhi-hai-zhe\index.md","front-matter","Cover","https://pub-f9d6c3356fb44ce0b1e0f09cb4ddf49a.r2.dev/quotes/chapter-02-zuo-zhan/gu-bu-jin-zhi-yong-bing-zhi-hai-zhe.jpg","运动员在田径赛道上合理分配体能","","了解体能透支的后果，才能掌握体能分配的红利",""
"C:\Users\san-20250514\aisunzibingfa\content\quotes\chapter-02-zuo-zhan\gu-che-zhan-de-che-shi-cheng-yi-shang\index.md","front-matter","Cover","https://pub-f9d6c3356fb44ce0b1e0f09cb4ddf49a.r2.dev/quotes/chapter-02-zuo-zhan/gu-che-zhan-de-che-shi-cheng-yi-shang.jpg","篮球比赛中球员制造对手进攻犯规后获得球权","","从《孙子兵法·作战篇》看体育竞技中的资源转化与即时奖励",""
"C:\Users\san-20250514\aisunzibingfa\content\quotes\chapter-02-zuo-zhan\gu-sha-di-zhe-nu-ye-qu-di-zhi-li-zhe\index.md","front-matter","Cover","https://pub-f9d6c3356fb44ce0b1e0f09cb4ddf49a.r2.dev/quotes/chapter-02-zuo-zhan/gu-sha-di-zhe-nu-ye-qu-di-zhi-li-zhe.jpg","短道速滑运动员在弯道加速，体现资源约束下的情绪与奖赏激励","","情绪与奖赏是竞技备战中两种可调动的有限资源",""
"C:\Users\san-20250514\aisunzibingfa\content\quotes\chapter-02-zuo-zhan\gu-zhi-bing-zhi-jiang-sheng-min-zhi-si-ming\index.md","front-matter","Cover","https://pub-f9d6c3356fb44ce0b1e0f09cb4ddf49a.r2.dev/quotes/chapter-02-zuo-zhan/gu-zhi-bing-zhi-jiang-sheng-min-zhi-si-ming.jpg","主教练在场边观察球员体能状态并准备轮换","","资源约束维度下，主教练的轮换决定直接影响球队关键战力。",""
"C:\Users\san-20250514\aisunzibingfa\content\quotes\chapter-02-zuo-zhan\gu-zhi-jiang-wu-shi-yu-di\index.md","front-matter","Cover","https://pub-f9d6c3356fb44ce0b1e0f09cb4ddf49a.r2.dev/quotes/chapter-02-zuo-zhan/gu-zhi-jiang-wu-shi-yu-di.jpg","短道速滑运动员在冰面上利用对手位置反馈调整滑行路线","","资源约束维度下，赛场即时反馈与对手信息是最值得优先使用的「就地资源」。",""
"C:\Users\san-20250514\aisunzibingfa\content\quotes\chapter-02-zuo-zhan\guo-zhi-pin-yu-shi-zhe-yuan-shu\index.md","front-matter","Cover","https://pub-f9d6c3356fb44ce0b1e0f09cb4ddf49a.r2.dev/quotes/chapter-02-zuo-zhan/guo-zhi-pin-yu-shi-zhe-yuan-shu.jpg","运动员在远途参赛途中整理装备与预算清单","","远途参赛的交通住宿成本会直接挤占训练与恢复资源，需要提前核算与排序。",""
"C:\Users\san-20250514\aisunzibingfa\content\quotes\chapter-02-zuo-zhan\li-qu-cai-dan-zhong-yuan-nei-xu-yu-jia\index.md","front-matter","Cover","https://pub-f9d6c3356fb44ce0b1e0f09cb4ddf49a.r2.dev/quotes/chapter-02-zuo-zhan/li-qu-cai-dan-zhong-yuan-nei-xu-yu-jia.jpg","运动员在训练场上检查磨损的器材与记录训练负荷","","高强度训练同时消耗身体、器材与财力，资源约束决定可持续竞技能力。",""
"C:\Users\san-20250514\aisunzibingfa\content\quotes\chapter-02-zuo-zhan\qi-yong-zhan-ye-sheng-jiu-ze-dun-bing\index.md","front-matter","Cover","https://pub-f9d6c3356fb44ce0b1e0f09cb4ddf49a.r2.dev/quotes/chapter-02-zuo-zhan/qi-yong-zhan-ye-sheng-jiu-ze-dun-bing.jpg","运动员在田径赛道上进行长距离比赛，体现资源约束下的体能分配","","《孙子兵法·作战篇》揭示的资源约束规律在长距离竞技项目中同样适用：前期过度消耗必然导致后程乏力。",""
"C:\Users\san-20250514\aisunzibingfa\content\quotes\chapter-02-zuo-zhan\shan-yong-bing-zhe-yi-bu-zai-ji\index.md","front-matter","Cover","https://pub-f9d6c3356fb44ce0b1e0f09cb4ddf49a.r2.dev/quotes/chapter-02-zuo-zhan/shan-yong-bing-zhe-yi-bu-zai-ji.jpg","篮球比赛中球员制造对手犯规并执行罚球，体现资源约束下的竞技策略","","资源约束维度：以最小消耗获取最大战果，将对手资源转化为己方优势。",""
"C:\Users\san-20250514\aisunzibingfa\content\quotes\chapter-02-zuo-zhan\ze-nei-wai-zhi-fei-bin-ke-zhi-yong\index.md","front-matter","Cover","https://pub-f9d6c3356fb44ce0b1e0f09cb4ddf49a.r2.dev/quotes/chapter-02-zuo-zhan/ze-nei-wai-zhi-fei-bin-ke-zhi-yong.jpg","短道速滑运动员在冰面上训练，背景是装备与后勤物资","","则内外之费：装备、后勤与情报的每日消耗，决定十万之师能否举矣。",""
"C:\Users\san-20250514\aisunzibingfa\content\quotes\chapter-03-mou-gong\_index.md","front-matter","Cover","placeholder/quotes.jpg","谋攻篇","","谋攻篇",""
"C:\Users\san-20250514\aisunzibingfa\content\quotes\chapter-03-mou-gong\bai-zhan-bai-sheng-fei-shan-zhi-shan-zhe-ye\index.md","front-matter","Cover","https://pub-f9d6c3356fb44ce0b1e0f09cb4ddf49a.r2.dev/quotes/chapter-03-mou-gong/bai-zhan-bai-sheng-fei-shan-zhi-shan-zhe-ye.jpg","短道速滑选手在赛前观察对手站位，体现战术与心理优势","","以战术布局与心理威慑让对手赛前处于劣势，减少硬碰硬消耗。",""
"C:\Users\san-20250514\aisunzibingfa\content\quotes\chapter-03-mou-gong\bi-yi-quan-zheng-yu-tian-xia\index.md","front-matter","Cover","https://pub-f9d6c3356fb44ce0b1e0f09cb4ddf49a.r2.dev/quotes/chapter-03-mou-gong/bi-yi-quan-zheng-yu-tian-xia.jpg","短道速滑选手在奥运赛道上进行体能分配与轮换策略示意","","奥运赛场的全胜战略：以轮换与体能分配实现兵不顿而利可全。",""
"C:\Users\san-20250514\aisunzibingfa\content\quotes\chapter-03-mou-gong\ci-wu-zhe-zhi-sheng-zhi-dao-ye\index.md","front-matter","Cover","https://pub-f9d6c3356fb44ce0b1e0f09cb4ddf49a.r2.dev/quotes/chapter-03-mou-gong/ci-wu-zhe-zhi-sheng-zhi-dao-ye.jpg","短道速滑选手在弯道处进行赛前战术评估","","赛前评估五维条件，是竞技战略中预判胜负走向的基础工作。",""
"C:\Users\san-20250514\aisunzibingfa\content\quotes\chapter-03-mou-gong\fu-jiang-zhe-guo-zhi-fu-ye\index.md","front-matter","Cover","https://pub-f9d6c3356fb44ce0b1e0f09cb4ddf49a.r2.dev/quotes/chapter-03-mou-gong/fu-jiang-zhe-guo-zhi-fu-ye.jpg","篮球比赛中核心球员持球组织进攻，队友围绕其跑位","","核心球员的「辅周」程度决定球队整体战力的上限与下限",""
"C:\Users\san-20250514\aisunzibingfa\content\quotes\chapter-03-mou-gong\gong-cheng-zhi-fa-wei-bu-de-yi\index.md","front-matter","Cover","https://pub-f9d6c3356fb44ce0b1e0f09cb4ddf49a.r2.dev/quotes/chapter-03-mou-gong/gong-cheng-zhi-fa-wei-bu-de-yi.jpg","体育竞技中强攻时机的战略决策示意图","","强攻是最后手段，战略耐心与果断出击的平衡决定比赛走向。",""
"C:\Users\san-20250514\aisunzibingfa\content\quotes\chapter-03-mou-gong\gu-jun-zhi-suo-yi-huan-yu-jun-zhe-san\index.md","front-matter","Cover","https://pub-f9d6c3356fb44ce0b1e0f09cb4ddf49a.r2.dev/quotes/chapter-03-mou-gong/gu-jun-zhi-suo-yi-huan-yu-jun-zhe-san.jpg","体育场边管理层与教练组沟通场景，象征决策权限边界","","《孙子兵法》三种祸军之举在体育管理中的映射：乱命进退、干涉行政、越权指挥。",""
"C:\Users\san-20250514\aisunzibingfa\content\quotes\chapter-03-mou-gong\gu-shan-yong-bing-zhe-qu-ren-zhi-bing\index.md","front-matter","Cover","https://pub-f9d6c3356fb44ce0b1e0f09cb4ddf49a.r2.dev/quotes/chapter-03-mou-gong/gu-shan-yong-bing-zhe-qu-ren-zhi-bing.jpg","短道速滑运动员在赛前研究对手录像，进行战术预演","","赛前视频分析与战术预演，是「屈人之兵而非战也」在现代竞技中的核心体现。",""
"C:\Users\san-20250514\aisunzibingfa\content\quotes\chapter-03-mou-gong\gu-xiao-di-zhi-jian-da-di-zhi-qin-ye\index.md","front-matter","Cover","https://pub-f9d6c3356fb44ce0b1e0f09cb4ddf49a.r2.dev/quotes/chapter-03-mou-gong/gu-xiao-di-zhi-jian-da-di-zhi-qin-ye.jpg","短道速滑选手在弯道处与对手保持距离，避免正面硬拼","","弱队若固执硬拼，往往加速溃败；避实击虚才是战术出路。",""
"C:\Users\san-20250514\aisunzibingfa\content\quotes\chapter-03-mou-gong\gu-yong-bing-zhi-fa-shi-ze-wei-zhi\index.md","front-matter","Cover","https://pub-f9d6c3356fb44ce0b1e0f09cb4ddf49a.r2.dev/quotes/chapter-03-mou-gong/gu-yong-bing-zhi-fa-shi-ze-wei-zhi.jpg","短道速滑运动员在弯道处调整战术强度","","依据实力倍数差选择压制、强攻、分化、周旋或避战，是战术维度的核心决策。",""
"C:\Users\san-20250514\aisunzibingfa\content\quotes\chapter-03-mou-gong\gu-yue-zhi-bi-zhi-ji-zhe\index.md","front-matter","Cover","https://pub-f9d6c3356fb44ce0b1e0f09cb4ddf49a.r2.dev/quotes/chapter-03-mou-gong/gu-yue-zhi-bi-zhi-ji-zhe.jpg","短道速滑运动员在赛后观看比赛录像进行复盘分析","","赛后复盘不是只找自己的问题，而是同时更新对手模型与自我模型，降低下一场决策偏差。",""
"C:\Users\san-20250514\aisunzibingfa\content\quotes\chapter-03-mou-gong\gu-zhi-sheng-you-wu\index.md","front-matter","Cover","https://pub-f9d6c3356fb44ce0b1e0f09cb4ddf49a.r2.dev/quotes/chapter-03-mou-gong/gu-zhi-sheng-you-wu.jpg","冰壶运动员在赛前观察冰面与对手布局，体现赛前战略预判","","赛前逐项核对「知胜有五」，把模糊的感觉变成可讨论的决策依据。",""
"C:\Users\san-20250514\aisunzibingfa\content\quotes\chapter-03-mou-gong\jiang-bu-sheng-qi-fen-er-yi-fu-zhi\index.md","front-matter","Cover","https://pub-f9d6c3356fb44ce0b1e0f09cb4ddf49a.r2.dev/quotes/chapter-03-mou-gong/jiang-bu-sheng-qi-fen-er-yi-fu-zhi.jpg","短道速滑选手在比赛中因急躁强行超越导致碰撞","","急躁强攻往往让比赛提前失去悬念，战略克制才是长久之道。",""
